L,R,F,M,C
-1.16149469973,-0.77308657903900002,-0.059820808861199996,2.7506884183399998,0.44293074286000006
-0.90993187455500002,-0.071309830946800004,-0.41569551726099996,2.6842810774600001,0.24302947735800001
-0.73024414228400003,1.24520158796,-0.27334563390099997,3.2766040260100002,-0.38548803122199998
-1.3052448855500001,-0.90908982479399991,0.011354132818799999,2.5156388719899998,0.36590259425800004
-0.981806967463,-0.517400477021,-0.41569551726099996,2.6842810774600001,0.126089862055
-0.6943065958300001,-0.92541021428399994,-0.27334563390099997,1.9244131711700001,1.1995607991500001
-0.87399432810100008,0.097334193788600004,0.50957872457800002,2.0827507892700003,0.80491394500200009
-0.76618168873899994,0.14085523242999998,-0.41569551726099996,2.6842810774600001,-0.18874755711800001
-0.90993187455500002,0.62502678731600003,0.43840378289800003,1.9566627131500001,0.75276625177099998
-0.83805678164700004,-0.61532281396400001,-0.34452057558100002,2.2599801508800001,0.26667529868299999
-0.40680622419699997,-0.77308657903900002,-0.41569551726099996,2.6842810774600001,-0.24271968642700001
-0.65836904937600005,-0.88732930547299993,0.58075366625799996,1.67195078041,1.1496578661399999
-0.37086867774300003,-0.13115125907899999,-0.27334563390099997,1.7723728009200002,0.950834650748
-0.80211923519299999,-0.38683736109700001,-0.13099575054099999,2.33444987726,0.076730271874600006
-0.51461886356000008,-0.52284060685099998,-0.34452057558100002,2.1664755617099996,0.28692487519499998
-1.19743224619,-0.82748787734100004,-0.34452057558100002,2.56787740523,-0.217018676583
-0.94586942100899996,-0.85468852649200011,0.50957872457800002,2.02221133842,0.48571633339100001
0.096319426160299995,0.0102921165058,-0.20217069222100001,1.9092425286400003,0.66125885431499998
-1.2693073391,-0.89820956513299999,-0.20217069222100001,2.33759850118,0.036117404970000003
-0.58649395646799996,-0.49563995770000002,0.011354132818799999,2.3500021711700003,-0.018503982069000002
-0.83805678164700004,0.90247340865400005,-0.27334563390099997,2.1018810649100002,0.29531027125699999
-0.87399432810100008,-0.80572735802000006,0.15370401617900001,1.9302810612099999,0.55657117682800006
-0.22711849192699998,0.19525653073199997,0.36722884121799998,1.8025709667099998,0.75629384315699999
-1.19743224619,-0.69692476141699999,-0.20217069222100001,1.97507739245,0.46869474897399999
-0.94586942100899996,-0.78940696853000003,0.15370401617900001,2.4619691460599999,-0.19224770367600003
-0.90993187455500002,0.831751720862,0.7942784912980001,1.9413966577799999,0.50631240557599999
-0.87399432810100008,-0.91997008445399997,0.50957872457800002,1.5180498596599998,1.2856514997299999
-1.3052448855500001,-0.82748787734100004,-0.13099575054099999,2.3741893276599999,-0.12555603821299999
-0.37086867774300003,0.23877756937300001,-0.20217069222100001,2.3509085932099998,-0.110603496962
-0.6943065958300001,-0.76764644920900005,0.29605389953799999,1.7691287641599998,0.72982770281800002
-1.0896196068299999,-0.86556878615199995,0.15370401617900001,2.48744437597,-0.333081536234
-1.0177445139200001,-0.76764644920900005,-0.48687045894100001,2.1007361107499998,0.088309371538500006
-0.76618168873899994,0.69574847510800009,0.082529074498699992,2.42327923697,-0.32651007867199999
-0.44274377065100001,-0.81660761768099999,0.36722884121799998,1.9848572091699999,0.21666509607199999
-0.83805678164700004,-0.69148463158700002,0.29605389953799999,1.64847922027,0.77375541376900003
-0.90993187455500002,-0.65340372277500003,0.58075366625799996,1.67810490898,0.71800884276400001
-0.37086867774300003,-0.89820956513299999,-0.48687045894100001,2.1007361107499998,0.045131668090900003
-1.3052448855500001,-0.59356229464300003,0.011354132818799999,2.07335262393,0.060530639809400003
-0.40680622419699997,-0.64252346311499997,-0.27334563390099997,2.12764253335,-0.024055209868200002
-1.0896196068299999,-0.33787619262500002,-0.48687045894100001,2.1007361107499998,0.0019539646432700001
-0.55055641001400002,-0.58812216481299995,-0.34452057558100002,2.0530296877100001,0.060219819713900002
-1.2693073391,-0.77308657903900002,-0.48687045894100001,2.1007361107499998,-0.019634887080499999
-0.622431502922,-0.69692476141699999,-0.41569551726099996,1.8184094991599997,0.38907136132799996
-0.80211923519299999,-0.914529954624,0.58075366625799996,1.7940315169900001,0.41913206706799999
-0.73024414228400003,-0.82748787734100004,0.58075366625799996,1.9763654658700001,0.127421354485
-0.6943065958300001,0.59782613816499997,-0.48687045894100001,2.1007361107499998,-0.073607016390000002
-1.0177445139200001,-0.53372086651200001,-0.34452057558100002,1.5237746304299997,0.85573439880700009
-1.1255571532799999,0.64134717680600006,-0.41569551726099996,1.6143214213699999,0.652406021833
-0.0474307596562,-0.69692476141699999,-0.20217069222100001,2.1050773952499999,-0.12501213947699999
-0.94586942100899996,1.12007860186,0.93662837465799997,1.8664975735900002,0.18545920429599999
-1.16149469973,-0.78396683870000006,0.36722884121799998,1.6820645421,0.48209222904299998
-0.94586942100899996,-0.95261086343500001,0.72310354961799994,1.69747371674,0.45389730743100004
